0 verbose cli /opt/homebrew/Cellar/node/25.6.0/bin/node /opt/homebrew/bin/npm
384 silly packumentCache corgi:https://registry.npmjs.org/esutils cache-miss
385 silly packumentCache corgi:https://registry.npmjs.org/event-target-shim cache-miss
386 silly packumentCache corgi:https://registry.npmjs.org/escape-string-regexp cache-miss
387 silly packumentCache corgi:https://registry.npmjs.org/escape-html cache-miss
388 silly packumentCache corgi:https://registry.npmjs.org/escalade cache-miss
389 silly packumentCache corgi:https://registry.npmjs.org/es-set-tostringtag cache-miss
390 silly packumentCache corgi:https://registry.npmjs.org/es-object-atoms cache-miss
391 silly packumentCache corgi:https://registry.npmjs.org/es-errors cache-miss
392 silly packumentCache corgi:https://registry.npmjs.org/escodegen cache-miss
393 silly packumentCache corgi:https://registry.npmjs.org/es-define-property cache-miss
394 silly packumentCache corgi:https://registry.npmjs.org/env-editor cache-miss
395 silly packumentCache corgi:https://registry.npmjs.org/encodeurl cache-miss
396 silly packumentCache corgi:https://registry.npmjs.org/emoji-regex cache-miss
397 silly packumentCache corgi:https://registry.npmjs.org/emittery cache-miss
398 silly packumentCache corgi:https://registry.npmjs.org/electron-to-chromium cache-miss
399 silly packumentCache corgi:https://registry.npmjs.org/error-ex cache-miss
400 silly packumentCache corgi:https://registry.npmjs.org/error-stack-parser cache-miss
401 silly packumentCache corgi:https://registry.npmjs.org/ee-first cache-miss
402 silly packumentCache corgi:https://registry.npmjs.org/eastasianwidth cache-miss
403 silly packumentCache corgi:https://registry.npmjs.org/dotenv cache-miss
404 silly packumentCache corgi:https://registry.npmjs.org/domexception cache-miss
405 silly packumentCache corgi:https://registry.npmjs.org/diff-sequences cache-miss
406 silly packumentCache corgi:https://registry.npmjs.org/detect-newline cache-miss
407 silly packumentCache corgi:https://registry.npmjs.org/detect-libc cache-miss
408 silly packumentCache corgi:https://registry.npmjs.org/depd cache-miss
409 silly packumentCache corgi:https://registry.npmjs.org/dotenv-expand cache-miss
410 silly packumentCache corgi:https://registry.npmjs.org/delayed-stream cache-miss
411 silly packumentCache corgi:https://registry.npmjs.org/define-lazy-prop cache-miss
412 silly packumentCache corgi:https://registry.npmjs.org/defaults cache-miss
413 silly packumentCache corgi:https://registry.npmjs.org/destroy cache-miss
414 silly packumentCache corgi:https://registry.npmjs.org/deepmerge cache-miss
415 silly packumentCache corgi:https://registry.npmjs.org/dedent cache-miss
416 silly packumentCache corgi:https://registry.npmjs.org/decimal.js cache-miss
417 silly packumentCache corgi:https://registry.npmjs.org/debug cache-miss
418 silly packumentCache corgi:https://registry.npmjs.org/deep-extend cache-miss
419 silly packumentCache corgi:https://registry.npmjs.org/data-urls cache-miss
420 silly packumentCache corgi:https://registry.npmjs.org/csstype cache-miss
421 silly packumentCache corgi:https://registry.npmjs.org/cssstyle cache-miss
422 silly packumentCache corgi:https://registry.npmjs.org/cssom cache-miss
423 silly packumentCache corgi:https://registry.npmjs.org/css-in-js-utils cache-miss
424 silly packumentCache corgi:https://registry.npmjs.org/crypto-random-string cache-miss
425 silly packumentCache corgi:https://registry.npmjs.org/dunder-proto cache-miss
426 silly packumentCache corgi:https://registry.npmjs.org/core-js-compat cache-miss
427 silly packumentCache corgi:https://registry.npmjs.org/cross-spawn cache-miss
428 silly packumentCache corgi:https://registry.npmjs.org/cross-fetch cache-miss
429 silly packumentCache corgi:https://registry.npmjs.org/concat-map cache-miss
430 silly packumentCache corgi:https://registry.npmjs.org/compression cache-miss
431 silly packumentCache corgi:https://registry.npmjs.org/compressible cache-miss
432 silly packumentCache corgi:https://registry.npmjs.org/commander cache-miss
433 silly packumentCache corgi:https://registry.npmjs.org/combined-stream cache-miss
434 silly packumentCache corgi:https://registry.npmjs.org/convert-source-map cache-miss
435 silly packumentCache corgi:https://registry.npmjs.org/color-convert cache-miss
436 silly packumentCache corgi:https://registry.npmjs.org/collect-v8-coverage cache-miss
437 silly packumentCache corgi:https://registry.npmjs.org/clone cache-miss
438 silly packumentCache corgi:https://registry.npmjs.org/connect cache-miss
439 silly packumentCache corgi:https://registry.npmjs.org/co cache-miss
440 silly packumentCache corgi:https://registry.npmjs.org/cliui cache-miss
441 silly packumentCache corgi:https://registry.npmjs.org/cli-cursor cache-miss
442 silly packumentCache corgi:https://registry.npmjs.org/ci-info cache-miss
443 silly packumentCache corgi:https://registry.npmjs.org/chromium-edge-launcher cache-miss
444 silly packumentCache corgi:https://registry.npmjs.org/chrome-launcher cache-miss
445 silly packumentCache corgi:https://registry.npmjs.org/chownr cache-miss
446 silly packumentCache corgi:https://registry.npmjs.org/cli-spinners cache-miss
447 silly packumentCache corgi:https://registry.npmjs.org/char-regex cache-miss
448 silly packumentCache corgi:https://registry.npmjs.org/caniuse-lite cache-miss
449 silly packumentCache corgi:https://registry.npmjs.org/camelcase cache-miss
450 silly packumentCache corgi:https://registry.npmjs.org/chalk cache-miss
451 silly packumentCache corgi:https://registry.npmjs.org/cjs-module-lexer cache-miss
452 silly packumentCache corgi:https://registry.npmjs.org/callsites cache-miss
453 silly packumentCache corgi:https://registry.npmjs.org/bytes cache-miss
454 silly packumentCache corgi:https://registry.npmjs.org/color-name cache-miss
455 silly packumentCache corgi:https://registry.npmjs.org/buffer-from cache-miss
456 silly packumentCache corgi:https://registry.npmjs.org/buffer cache-miss
457 silly packumentCache corgi:https://registry.npmjs.org/bser cache-miss
458 silly packumentCache corgi:https://registry.npmjs.org/call-bind-apply-helpers cache-miss
459 silly packumentCache corgi:https://registry.npmjs.org/bs-logger cache-miss
460 silly packumentCache corgi:https://registry.npmjs.org/browserslist cache-miss
461 silly packumentCache corgi:https://registry.npmjs.org/braces cache-miss
462 silly packumentCache corgi:https://registry.npmjs.org/bplist-parser cache-miss
463 silly packumentCache corgi:https://registry.npmjs.org/brace-expansion cache-miss
464 silly packumentCache corgi:https://registry.npmjs.org/bplist-creator cache-miss
465 silly packumentCache corgi:https://registry.npmjs.org/big-integer cache-miss
466 silly packumentCache corgi:https://registry.npmjs.org/better-opn cache-miss
467 silly packumentCache corgi:https://registry.npmjs.org/baseline-browser-mapping cache-miss
468 silly packumentCache corgi:https://registry.npmjs.org/balanced-match cache-miss
469 silly packumentCache corgi:https://registry.npmjs.org/babel-preset-jest cache-miss
470 silly packumentCache corgi:https://registry.npmjs.org/babel-preset-current-node-syntax cache-miss
471 silly packumentCache corgi:https://registry.npmjs.org/base64-js cache-miss
472 silly packumentCache corgi:https://registry.npmjs.org/babel-plugin-transform-flow-enums cache-miss
473 silly packumentCache corgi:https://registry.npmjs.org/babel-plugin-react-native-web cache-miss
474 silly packumentCache corgi:https://registry.npmjs.org/babel-plugin-react-compiler cache-miss
475 silly packumentCache corgi:https://registry.npmjs.org/babel-preset-expo cache-miss
476 silly packumentCache corgi:https://registry.npmjs.org/babel-plugin-polyfill-regenerator cache-miss
477 silly packumentCache corgi:https://registry.npmjs.org/babel-plugin-polyfill-corejs2 cache-miss
478 silly packumentCache corgi:https://registry.npmjs.org/babel-plugin-jest-hoist cache-miss
479 silly packumentCache corgi:https://registry.npmjs.org/babel-plugin-polyfill-corejs3 cache-miss
480 silly packumentCache corgi:https://registry.npmjs.org/babel-plugin-istanbul cache-miss
481 silly packumentCache corgi:https://registry.npmjs.org/await-lock cache-miss
482 silly packumentCache corgi:https://registry.npmjs.org/babel-plugin-syntax-hermes-parser cache-miss
483 silly packumentCache corgi:https://registry.npmjs.org/babel-jest cache-miss
484 silly packumentCache corgi:https://registry.npmjs.org/asap cache-miss
485 silly packumentCache corgi:https://registry.npmjs.org/argparse cache-miss
486 silly packumentCache corgi:https://registry.npmjs.org/arg cache-miss
487 silly packumentCache corgi:https://registry.npmjs.org/async-limiter cache-miss
488 silly packumentCache corgi:https://registry.npmjs.org/any-promise cache-miss
489 silly packumentCache corgi:https://registry.npmjs.org/anymatch cache-miss
490 silly packumentCache corgi:https://registry.npmjs.org/ansi-styles cache-miss
491 silly packumentCache corgi:https://registry.npmjs.org/anser cache-miss
492 silly packumentCache corgi:https://registry.npmjs.org/ansi-escapes cache-miss
493 silly packumentCache corgi:https://registry.npmjs.org/agent-base cache-miss
494 silly packumentCache corgi:https://registry.npmjs.org/asynckit cache-miss
495 silly packumentCache corgi:https://registry.npmjs.org/acorn-walk cache-miss
496 silly packumentCache corgi:https://registry.npmjs.org/acorn-globals cache-miss
497 silly packumentCache corgi:https://registry.npmjs.org/abort-controller cache-miss
498 silly packumentCache corgi:https://registry.npmjs.org/accepts cache-miss
499 silly packumentCache corgi:https://registry.npmjs.org/abab cache-miss
500 silly packumentCache corgi:https://registry.npmjs.org/@urql%2fexchange-retry cache-miss
501 silly packumentCache corgi:https://registry.npmjs.org/@urql%2fcore cache-miss
502 silly packumentCache corgi:https://registry.npmjs.org/ansi-regex cache-miss
503 silly packumentCache corgi:https://registry.npmjs.org/@unrs%2fresolver-binding-darwin-arm64 cache-miss
504 silly packumentCache corgi:https://registry.npmjs.org/acorn cache-miss
505 silly packumentCache corgi:https://registry.npmjs.org/@types%2freact cache-miss
506 silly packumentCache corgi:https://registry.npmjs.org/@xmldom%2fxmldom cache-miss
507 silly packumentCache corgi:https://registry.npmjs.org/@types%2fstack-utils cache-miss
508 silly packumentCache corgi:https://registry.npmjs.org/@types%2fyargs cache-miss
509 silly packumentCache corgi:https://registry.npmjs.org/@types%2fyargs-parser cache-miss
510 silly packumentCache corgi:https://registry.npmjs.org/@types%2ftough-cookie cache-miss
511 silly packumentCache corgi:https://registry.npmjs.org/@types%2fnode cache-miss
512 silly packumentCache corgi:https://registry.npmjs.org/@ungap%2fstructured-clone cache-miss
513 silly packumentCache corgi:https://registry.npmjs.org/@types%2fistanbul-reports cache-miss
514 silly packumentCache corgi:https://registry.npmjs.org/@types%2fjest cache-miss
515 silly packumentCache corgi:https://registry.npmjs.org/@types%2fgraceful-fs cache-miss
516 silly packumentCache corgi:https://registry.npmjs.org/@types%2fistanbul-lib-report cache-miss
517 silly packumentCache corgi:https://registry.npmjs.org/@types%2fbabel__traverse cache-miss
518 silly packumentCache corgi:https://registry.npmjs.org/@types%2fbabel__template cache-miss
519 silly packumentCache corgi:https://registry.npmjs.org/@types%2fbabel__generator cache-miss
520 silly packumentCache corgi:https://registry.npmjs.org/@types%2fbabel__core cache-miss
521 silly packumentCache corgi:https://registry.npmjs.org/@tootallnate%2fonce cache-miss
522 silly packumentCache corgi:https://registry.npmjs.org/@types%2fistanbul-lib-coverage cache-miss
523 silly packumentCache corgi:https://registry.npmjs.org/@types%2fjsdom cache-miss
524 silly packumentCache corgi:https://registry.npmjs.org/@sinonjs%2ffake-timers cache-miss
525 silly packumentCache corgi:https://registry.npmjs.org/@sinclair%2ftypebox cache-miss
526 silly packumentCache corgi:https://registry.npmjs.org/@sinonjs%2fcommons cache-miss
527 silly packumentCache corgi:https://registry.npmjs.org/@react-native%2fnormalize-colors cache-miss
528 silly packumentCache corgi:https://registry.npmjs.org/@react-native%2fjs-polyfills cache-miss
529 silly packumentCache corgi:https://registry.npmjs.org/@testing-library%2freact-native cache-miss
530 silly packumentCache corgi:https://registry.npmjs.org/@react-native%2fgradle-plugin cache-miss
531 silly packumentCache corgi:https://registry.npmjs.org/@react-native%2fdev-middleware cache-miss
532 silly packumentCache corgi:https://registry.npmjs.org/@react-native%2fdebugger-frontend cache-miss
533 silly packumentCache corgi:https://registry.npmjs.org/@react-native%2fvirtualized-lists cache-miss
534 silly packumentCache corgi:https://registry.npmjs.org/@react-native%2fcodegen cache-miss
535 silly packumentCache corgi:https://registry.npmjs.org/@react-native%2fcommunity-cli-plugin cache-miss
536 silly packumentCache corgi:https://registry.npmjs.org/@react-native-community%2fnetinfo cache-miss
537 silly packumentCache corgi:https://registry.npmjs.org/@react-native%2fassets-registry cache-miss
538 silly packumentCache corgi:https://registry.npmjs.org/@pkgjs%2fparseargs cache-miss
539 silly packumentCache corgi:https://registry.npmjs.org/@react-native%2fbabel-plugin-codegen cache-miss
540 silly packumentCache corgi:https://registry.npmjs.org/@jridgewell%2ftrace-mapping cache-miss
541 silly packumentCache corgi:https://registry.npmjs.org/@jridgewell%2fsourcemap-codec cache-miss
542 silly packumentCache corgi:https://registry.npmjs.org/@jridgewell%2fsource-map cache-miss
543 silly packumentCache corgi:https://registry.npmjs.org/@jridgewell%2fresolve-uri cache-miss
544 silly packumentCache corgi:https://registry.npmjs.org/@jridgewell%2fgen-mapping cache-miss
545 silly packumentCache corgi:https://registry.npmjs.org/@jridgewell%2fremapping cache-miss
546 silly packumentCache corgi:https://registry.npmjs.org/@jest%2ftransform cache-miss
